,time,amp
58291,728.6375,0.065
58292,728.65,0.075
58293,728.6625,0.125
58294,728.675,0.13
58295,728.6875,0.11
58296,728.7,0.085
58297,728.7125,0.1
58298,728.725,0.11
58299,728.7375,0.16
58300,728.75,0.185
58301,728.7625,0.165
58302,728.775,0.12
58303,728.7875,0.065
58304,728.8,0.01
58305,728.8125,-0.035
58306,728.825,-0.06
58307,728.8375,-0.075
58308,728.85,-0.095
58309,728.8625,-0.11
58310,728.875,-0.1
58311,728.8875,-0.11
58312,728.9,-0.125
58313,728.9125,-0.175
58314,728.925,-0.215
58315,728.9375,-0.23
58316,728.95,-0.235
58317,728.9625,-0.25
58318,728.975,-0.285
58319,728.9875,-0.315
58320,729.0,-0.335
58321,729.0125,-0.33
58322,729.025,-0.33
58323,729.0375,-0.31
58324,729.05,-0.31
58325,729.0625,-0.32
58326,729.075,-0.34
58327,729.0875,-0.33
58328,729.1,-0.33
58329,729.1125,-0.315
58330,729.125,-0.315
58331,729.1375,-0.32
58332,729.15,-0.35
58333,729.1625,-0.395
58334,729.175,-0.44
58335,729.1875,-0.46
58336,729.2,-0.435
58337,729.2125,-0.415
58338,729.225,-0.42
58339,729.2375,-0.44
58340,729.25,-0.45
58341,729.2625,-0.44
58342,729.275,-0.415
58343,729.2875,-0.4
58344,729.3,-0.385
58345,729.3125,-0.365
58346,729.325,-0.365
58347,729.3375,-0.34
58348,729.35,-0.32
58349,729.3625,-0.33
58350,729.375,-0.355
58351,729.3875,-0.38
58352,729.4,-0.395
58353,729.4125,-0.335
58354,729.425,-0.305
58355,729.4375,-0.295
58356,729.45,-0.32
58357,729.4625,-0.33
58358,729.475,-0.36
58359,729.4875,-0.37
58360,729.5,-0.36
58361,729.5125,-0.36
58362,729.525,-0.355
58363,729.5375,-0.325
58364,729.55,-0.31
58365,729.5625,-0.3
58366,729.575,-0.285
58367,729.5875,-0.295
58368,729.6,-0.3
58369,729.6125,-0.305
58370,729.625,-0.3
58371,729.6375,-0.26
58372,729.65,-0.23
58373,729.6625,-0.245
58374,729.675,-0.245
58375,729.6875,-0.245
58376,729.7,-0.245
58377,729.7125,-0.21
58378,729.725,-0.185
58379,729.7375,-0.17
58380,729.75,-0.17
58381,729.7625,-0.18
58382,729.775,-0.19
58383,729.7875,-0.21
58384,729.8,-0.21
58385,729.8125,-0.195
58386,729.825,-0.165
58387,729.8375,-0.165
58388,729.85,-0.15
58389,729.8625,-0.145
58390,729.875,-0.14
58391,729.8875,-0.19
58392,729.9,-0.255
58393,729.9125,-0.31
58394,729.925,-0.315
58395,729.9375,-0.305
58396,729.95,-0.295
58397,729.9625,-0.295
58398,729.975,-0.265
58399,729.9875,-0.215
58400,730.0,-0.14
58401,730.0125,-0.065
58402,730.025,-0.015
58403,730.0375,0.03
58404,730.05,0.06
58405,730.0625,0.12
58406,730.075,0.225
58407,730.0875,0.34
58408,730.1,0.435
58409,730.1125,0.5
58410,730.125,0.58
58411,730.1375,0.655
58412,730.15,0.74
58413,730.1625,0.865
58414,730.175,0.99
58415,730.1875,1.11
58416,730.2,1.22
58417,730.2125,1.32
58418,730.225,1.4
58419,730.2375,1.435
58420,730.25,1.44
58421,730.2625,1.46
58422,730.275,1.495
58423,730.2875,1.585
58424,730.3,1.695
58425,730.3125,1.795
58426,730.325,1.885
58427,730.3375,1.95
58428,730.35,1.99
58429,730.3625,1.965
58430,730.375,1.815
58431,730.3875,1.5
58432,730.4,1.085
58433,730.4125,0.67
58434,730.425,0.295
58435,730.4375,0.04
58436,730.45,-0.14
58437,730.4625,-0.23
58438,730.475,-0.335
58439,730.4875,-0.425
58440,730.5,-0.48
58441,730.5125,-0.51
58442,730.525,-0.51
58443,730.5375,-0.53
58444,730.55,-0.56
58445,730.5625,-0.61
58446,730.575,-0.665
58447,730.5875,-0.67
58448,730.6,-0.67
58449,730.6125,-0.66
58450,730.625,-0.7
58451,730.6375,-0.72
58452,730.65,-0.725
58453,730.6625,-0.695
58454,730.675,-0.655
58455,730.6875,-0.605
58456,730.7,-0.61
58457,730.7125,-0.68
58458,730.725,-0.785
58459,730.7375,-0.84
58460,730.75,-0.82
58461,730.7625,-0.79
58462,730.775,-0.775
58463,730.7875,-0.79
58464,730.8,-0.8
58465,730.8125,-0.785
58466,730.825,-0.765
58467,730.8375,-0.765
58468,730.85,-0.76
58469,730.8625,-0.785
58470,730.875,-0.81
58471,730.8875,-0.81
58472,730.9,-0.825
58473,730.9125,-0.845
58474,730.925,-0.845
58475,730.9375,-0.86
58476,730.95,-0.85
58477,730.9625,-0.84
58478,730.975,-0.84
58479,730.9875,-0.865
58480,731.0,-0.89
58481,731.0125,-0.925
58482,731.025,-0.935
58483,731.0375,-0.915
58484,731.05,-0.9
58485,731.0625,-0.91
58486,731.075,-0.93
58487,731.0875,-0.965
58488,731.1,-0.96
58489,731.1125,-0.925
58490,731.125,-0.885
58491,731.1375,-0.865
58492,731.15,-0.885
58493,731.1625,-0.92
58494,731.175,-0.95
58495,731.1875,-0.94
58496,731.2,-0.9
58497,731.2125,-0.875
58498,731.225,-0.88
58499,731.2375,-0.9
58500,731.25,-0.9
58501,731.2625,-0.88
58502,731.275,-0.845
58503,731.2875,-0.795
58504,731.3,-0.765
58505,731.3125,-0.74
58506,731.325,-0.735
58507,731.3375,-0.7
58508,731.35,-0.67
58509,731.3625,-0.595
58510,731.375,-0.56
58511,731.3875,-0.54
58512,731.4,-0.54
58513,731.4125,-0.51
58514,731.425,-0.475
58515,731.4375,-0.445
58516,731.45,-0.45
58517,731.4625,-0.455
58518,731.475,-0.435
58519,731.4875,-0.395
58520,731.5,-0.39
58521,731.5125,-0.41
58522,731.525,-0.425
58523,731.5375,-0.445
58524,731.55,-0.435
58525,731.5625,-0.395
58526,731.575,-0.325
58527,731.5875,-0.285
58528,731.6,-0.315
58529,731.6125,-0.39
58530,731.625,-0.445
58531,731.6375,-0.47
58532,731.65,-0.44
58533,731.6625,-0.37
58534,731.675,-0.335
58535,731.6875,-0.335
58536,731.7,-0.375
58537,731.7125,-0.405
58538,731.725,-0.44
58539,731.7375,-0.45
58540,731.75,-0.42
58541,731.7625,-0.435
58542,731.775,-0.42
58543,731.7875,-0.405
58544,731.8,-0.37
58545,731.8125,-0.305
58546,731.825,-0.28
58547,731.8375,-0.3
58548,731.85,-0.365
58549,731.8625,-0.43
58550,731.875,-0.49
58551,731.8875,-0.505
58552,731.9,-0.475
58553,731.9125,-0.445
58554,731.925,-0.42
58555,731.9375,-0.41
58556,731.95,-0.405
58557,731.9625,-0.405
58558,731.975,-0.405
58559,731.9875,-0.435
58560,732.0,-0.425
58561,732.0125,-0.415
58562,732.025,-0.405
58563,732.0375,-0.39
58564,732.05,-0.385
58565,732.0625,-0.4
58566,732.075,-0.4
58567,732.0875,-0.385
58568,732.1,-0.35
58569,732.1125,-0.335
58570,732.125,-0.33
58571,732.1375,-0.35
58572,732.15,-0.395
58573,732.1625,-0.44
58574,732.175,-0.445
58575,732.1875,-0.42
58576,732.2,-0.395
58577,732.2125,-0.405
58578,732.225,-0.395
58579,732.2375,-0.365
58580,732.25,-0.33
58581,732.2625,-0.285
58582,732.275,-0.3
58583,732.2875,-0.34
58584,732.3,-0.365
58585,732.3125,-0.38
58586,732.325,-0.405
58587,732.3375,-0.41
58588,732.35,-0.42
58589,732.3625,-0.42
58590,732.375,-0.375
58591,732.3875,-0.34
58592,732.4,-0.31
58593,732.4125,-0.305
58594,732.425,-0.33
58595,732.4375,-0.37
58596,732.45,-0.36
58597,732.4625,-0.315
58598,732.475,-0.25
58599,732.4875,-0.2
58600,732.5,-0.21
58601,732.5125,-0.255
58602,732.525,-0.315
58603,732.5375,-0.325
58604,732.55,-0.31
58605,732.5625,-0.255
58606,732.575,-0.205
58607,732.5875,-0.195
58608,732.6,-0.19
58609,732.6125,-0.17
58610,732.625,-0.165
58611,732.6375,-0.155
58612,732.65,-0.17
58613,732.6625,-0.19
58614,732.675,-0.205
58615,732.6875,-0.215
58616,732.7,-0.2
58617,732.7125,-0.2
58618,732.725,-0.215
58619,732.7375,-0.26
58620,732.75,-0.31
58621,732.7625,-0.325
58622,732.775,-0.31
58623,732.7875,-0.305
58624,732.8,-0.31
58625,732.8125,-0.33
58626,732.825,-0.335
58627,732.8375,-0.345
58628,732.85,-0.325
58629,732.8625,-0.325
58630,732.875,-0.34
58631,732.8875,-0.365
58632,732.9,-0.385
58633,732.9125,-0.39
58634,732.925,-0.39
58635,732.9375,-0.38
58636,732.95,-0.35
58637,732.9625,-0.35
58638,732.975,-0.335
58639,732.9875,-0.33
58640,733.0,-0.295
58641,733.0125,-0.29
58642,733.025,-0.3
58643,733.0375,-0.325
58644,733.05,-0.355
58645,733.0625,-0.365
58646,733.075,-0.365
58647,733.0875,-0.3
58648,733.1,-0.175
58649,733.1125,0.035
58650,733.125,0.315
58651,733.1375,0.625
58652,733.15,0.965
58653,733.1625,1.29
58654,733.175,1.545
58655,733.1875,1.685
58656,733.2,1.58
58657,733.2125,1.21
58658,733.225,0.735
58659,733.2375,0.26
58660,733.25,-0.16
58661,733.2625,-0.385
58662,733.275,-0.395
58663,733.2875,-0.325
58664,733.3,-0.27
58665,733.3125,-0.255
58666,733.325,-0.25
58667,733.3375,-0.255
58668,733.35,-0.28
58669,733.3625,-0.305
58670,733.375,-0.335
58671,733.3875,-0.345
58672,733.4,-0.385
58673,733.4125,-0.4
58674,733.425,-0.42
58675,733.4375,-0.395
58676,733.45,-0.37
58677,733.4625,-0.35
58678,733.475,-0.33
58679,733.4875,-0.305
58680,733.5,-0.295
58681,733.5125,-0.295
58682,733.525,-0.325
58683,733.5375,-0.355
58684,733.55,-0.345
58685,733.5625,-0.345
58686,733.575,-0.36
58687,733.5875,-0.375
58688,733.6,-0.36
58689,733.6125,-0.36
58690,733.625,-0.35
58691,733.6375,-0.385
58692,733.65,-0.4
58693,733.6625,-0.375
58694,733.675,-0.325
58695,733.6875,-0.285
58696,733.7,-0.27
58697,733.7125,-0.28
58698,733.725,-0.285
58699,733.7375,-0.28
58700,733.75,-0.255
58701,733.7625,-0.25
58702,733.775,-0.245
58703,733.7875,-0.27
58704,733.8,-0.27
58705,733.8125,-0.285
58706,733.825,-0.26
58707,733.8375,-0.205
58708,733.85,-0.17
58709,733.8625,-0.135
58710,733.875,-0.12
58711,733.8875,-0.13
58712,733.9,-0.14
58713,733.9125,-0.135
58714,733.925,-0.12
58715,733.9375,-0.095
58716,733.95,-0.065
58717,733.9625,-0.04
58718,733.975,-0.025
58719,733.9875,-0.03
58720,734.0,-0.035
58721,734.0125,-0.02
58722,734.025,-0.005
58723,734.0375,0.015
58724,734.05,0.03
58725,734.0625,0.04
58726,734.075,0.06
58727,734.0875,0.1
58728,734.1,0.125
58729,734.1125,0.155
58730,734.125,0.185
58731,734.1375,0.215
58732,734.15,0.225
58733,734.1625,0.19
58734,734.175,0.155
58735,734.1875,0.14
58736,734.2,0.14
58737,734.2125,0.175
58738,734.225,0.17
58739,734.2375,0.135
58740,734.25,0.095
58741,734.2625,0.06
58742,734.275,0.065
58743,734.2875,0.075
58744,734.3,0.055
58745,734.3125,0.055
58746,734.325,0.0
58747,734.3375,-0.055
58748,734.35,-0.115
58749,734.3625,-0.13
58750,734.375,-0.13
58751,734.3875,-0.135
58752,734.4,-0.145
58753,734.4125,-0.185
58754,734.425,-0.22
58755,734.4375,-0.24
58756,734.45,-0.255
58757,734.4625,-0.25
58758,734.475,-0.27
58759,734.4875,-0.275
58760,734.5,-0.275
58761,734.5125,-0.265
58762,734.525,-0.285
58763,734.5375,-0.33
58764,734.55,-0.34
58765,734.5625,-0.335
58766,734.575,-0.31
58767,734.5875,-0.27
58768,734.6,-0.24
58769,734.6125,-0.255
58770,734.625,-0.285
58771,734.6375,-0.295
58772,734.65,-0.29
58773,734.6625,-0.295
58774,734.675,-0.33
58775,734.6875,-0.36
58776,734.7,-0.375
58777,734.7125,-0.37
58778,734.725,-0.355
58779,734.7375,-0.315
58780,734.75,-0.31
58781,734.7625,-0.335
58782,734.775,-0.34
58783,734.7875,-0.35
58784,734.8,-0.34
58785,734.8125,-0.32
58786,734.825,-0.32
58787,734.8375,-0.33
58788,734.85,-0.31
58789,734.8625,-0.28
58790,734.875,-0.25
58791,734.8875,-0.235
58792,734.9,-0.265
58793,734.9125,-0.305
58794,734.925,-0.315
58795,734.9375,-0.295
58796,734.95,-0.25
58797,734.9625,-0.22
58798,734.975,-0.24
58799,734.9875,-0.3
58800,735.0,-0.345
58801,735.0125,-0.37
58802,735.025,-0.345
58803,735.0375,-0.31
58804,735.05,-0.28
58805,735.0625,-0.28
58806,735.075,-0.31
58807,735.0875,-0.32
58808,735.1,-0.295
58809,735.1125,-0.27
58810,735.125,-0.275
58811,735.1375,-0.29
58812,735.15,-0.31
58813,735.1625,-0.31
58814,735.175,-0.305
58815,735.1875,-0.32
58816,735.2,-0.32
58817,735.2125,-0.325
58818,735.225,-0.315
58819,735.2375,-0.295
58820,735.25,-0.265
58821,735.2625,-0.245
58822,735.275,-0.25
58823,735.2875,-0.265
58824,735.3,-0.29
58825,735.3125,-0.28
58826,735.325,-0.275
58827,735.3375,-0.25
58828,735.35,-0.245
58829,735.3625,-0.235
58830,735.375,-0.225
58831,735.3875,-0.215
58832,735.4,-0.2
58833,735.4125,-0.17
58834,735.425,-0.16
58835,735.4375,-0.165
58836,735.45,-0.16
58837,735.4625,-0.13
58838,735.475,-0.115
58839,735.4875,-0.095
58840,735.5,-0.105
58841,735.5125,-0.15
58842,735.525,-0.2
58843,735.5375,-0.22
58844,735.55,-0.21
58845,735.5625,-0.205
58846,735.575,-0.215
58847,735.5875,-0.24
58848,735.6,-0.26
58849,735.6125,-0.275
58850,735.625,-0.26
58851,735.6375,-0.285
58852,735.65,-0.33
58853,735.6625,-0.4
58854,735.675,-0.42
58855,735.6875,-0.385
58856,735.7,-0.345
58857,735.7125,-0.295
58858,735.725,-0.325
58859,735.7375,-0.35
58860,735.75,-0.365
58861,735.7625,-0.365
58862,735.775,-0.32
58863,735.7875,-0.29
58864,735.8,-0.3
58865,735.8125,-0.34
58866,735.825,-0.365
58867,735.8375,-0.36
58868,735.85,-0.345
58869,735.8625,-0.29
58870,735.875,-0.265
58871,735.8875,-0.26
58872,735.9,-0.29
58873,735.9125,-0.31
58874,735.925,-0.31
58875,735.9375,-0.255
58876,735.95,-0.195
58877,735.9625,-0.095
58878,735.975,0.065
58879,735.9875,0.29
58880,736.0,0.595
58881,736.0125,0.93
58882,736.025,1.2
58883,736.0375,1.415
58884,736.05,1.59
58885,736.0625,1.655
58886,736.075,1.46
58887,736.0875,1.125
58888,736.1,0.72
58889,736.1125,0.3
58890,736.125,-0.065
58891,736.1375,-0.265
58892,736.15,-0.29
58893,736.1625,-0.27
58894,736.175,-0.275
58895,736.1875,-0.295
58896,736.2,-0.3
58897,736.2125,-0.26
58898,736.225,-0.245
58899,736.2375,-0.215
58900,736.25,-0.24
58901,736.2625,-0.33
58902,736.275,-0.425
58903,736.2875,-0.435
58904,736.3,-0.39
58905,736.3125,-0.345
58906,736.325,-0.345
58907,736.3375,-0.39
58908,736.35,-0.395
58909,736.3625,-0.41
58910,736.375,-0.37
58911,736.3875,-0.34
58912,736.4,-0.325
58913,736.4125,-0.305
58914,736.425,-0.305
58915,736.4375,-0.315
58916,736.45,-0.315
58917,736.4625,-0.325
58918,736.475,-0.32
58919,736.4875,-0.33
58920,736.5,-0.325
58921,736.5125,-0.305
58922,736.525,-0.28
58923,736.5375,-0.275
58924,736.55,-0.295
58925,736.5625,-0.31
58926,736.575,-0.34
58927,736.5875,-0.37
58928,736.6,-0.39
58929,736.6125,-0.36
58930,736.625,-0.305
58931,736.6375,-0.29
58932,736.65,-0.28
58933,736.6625,-0.26
58934,736.675,-0.22
58935,736.6875,-0.195
58936,736.7,-0.18
58937,736.7125,-0.2
58938,736.725,-0.215
58939,736.7375,-0.195
58940,736.75,-0.19
58941,736.7625,-0.19
58942,736.775,-0.195
58943,736.7875,-0.215
58944,736.8,-0.21
58945,736.8125,-0.165
58946,736.825,-0.125
58947,736.8375,-0.09
58948,736.85,-0.07
58949,736.8625,-0.075
58950,736.875,-0.04
58951,736.8875,0.005
58952,736.9,0.06
58953,736.9125,0.06
58954,736.925,0.02
58955,736.9375,-0.03
58956,736.95,-0.045
58957,736.9625,-0.015
58958,736.975,0.02
58959,736.9875,0.045
58960,737.0,0.07
58961,737.0125,0.07
58962,737.025,0.075
58963,737.0375,0.06
58964,737.05,0.1
58965,737.0625,0.145
58966,737.075,0.175
58967,737.0875,0.175
58968,737.1,0.14
58969,737.1125,0.135
58970,737.125,0.13
58971,737.1375,0.105
58972,737.15,0.06
58973,737.1625,-0.015
58974,737.175,-0.05
58975,737.1875,-0.08
58976,737.2,-0.055
58977,737.2125,-0.05
58978,737.225,-0.065
58979,737.2375,-0.115
58980,737.25,-0.125
58981,737.2625,-0.14
58982,737.275,-0.14
58983,737.2875,-0.155
58984,737.3,-0.16
58985,737.3125,-0.23
58986,737.325,-0.29
58987,737.3375,-0.32
58988,737.35,-0.31
58989,737.3625,-0.3
58990,737.375,-0.31
58991,737.3875,-0.325
58992,737.4,-0.33
58993,737.4125,-0.325
58994,737.425,-0.315
58995,737.4375,-0.31
58996,737.45,-0.34
58997,737.4625,-0.365
58998,737.475,-0.405
58999,737.4875,-0.44
59000,737.5,-0.415
59001,737.5125,-0.375
59002,737.525,-0.365
59003,737.5375,-0.37
59004,737.55,-0.385
59005,737.5625,-0.38
59006,737.575,-0.36
59007,737.5875,-0.345
59008,737.6,-0.33
59009,737.6125,-0.34
59010,737.625,-0.355
59011,737.6375,-0.36
59012,737.65,-0.36
59013,737.6625,-0.34
59014,737.675,-0.345
59015,737.6875,-0.345
59016,737.7,-0.34
59017,737.7125,-0.35
59018,737.725,-0.345
59019,737.7375,-0.335
59020,737.75,-0.335
59021,737.7625,-0.34
59022,737.775,-0.36
59023,737.7875,-0.345
59024,737.8,-0.35
59025,737.8125,-0.365
59026,737.825,-0.375
59027,737.8375,-0.395
59028,737.85,-0.39
59029,737.8625,-0.365
59030,737.875,-0.36
59031,737.8875,-0.32
59032,737.9,-0.32
59033,737.9125,-0.315
59034,737.925,-0.335
59035,737.9375,-0.35
59036,737.95,-0.345
59037,737.9625,-0.315
59038,737.975,-0.31
59039,737.9875,-0.36
59040,738.0,-0.37
59041,738.0125,-0.4
59042,738.025,-0.385
59043,738.0375,-0.36
59044,738.05,-0.345
59045,738.0625,-0.35
59046,738.075,-0.345
59047,738.0875,-0.345
59048,738.1,-0.33
59049,738.1125,-0.315
59050,738.125,-0.315
59051,738.1375,-0.325
59052,738.15,-0.33
59053,738.1625,-0.3
59054,738.175,-0.26
59055,738.1875,-0.205
59056,738.2,-0.18
59057,738.2125,-0.17
59058,738.225,-0.16
59059,738.2375,-0.105
59060,738.25,-0.04
59061,738.2625,0.055
59062,738.275,0.16
59063,738.2875,0.245
59064,738.3,0.315
59065,738.3125,0.385
59066,738.325,0.44
59067,738.3375,0.515
59068,738.35,0.61
59069,738.3625,0.715
59070,738.375,0.85
59071,738.3875,1.0
59072,738.4,1.14
59073,738.4125,1.28
59074,738.425,1.4
59075,738.4375,1.52
59076,738.45,1.59
59077,738.4625,1.61
59078,738.475,1.57
59079,738.4875,1.5
59080,738.5,1.405
59081,738.5125,1.32
59082,738.525,1.23
59083,738.5375,1.185
59084,738.55,1.16
59085,738.5625,1.125
59086,738.575,1.04
59087,738.5875,0.94
59088,738.6,0.895
59089,738.6125,0.87
59090,738.625,0.865
59091,738.6375,0.86
59092,738.65,0.875
59093,738.6625,0.875
59094,738.675,0.825
59095,738.6875,0.72
59096,738.7,0.61
59097,738.7125,0.515
59098,738.725,0.37
59099,738.7375,0.165
59100,738.75,-0.085
59101,738.7625,-0.29
59102,738.775,-0.4
59103,738.7875,-0.47
59104,738.8,-0.555
59105,738.8125,-0.655
59106,738.825,-0.735
59107,738.8375,-0.755
59108,738.85,-0.74
59109,738.8625,-0.71
59110,738.875,-0.72
59111,738.8875,-0.765
59112,738.9,-0.83
59113,738.9125,-0.855
59114,738.925,-0.84
59115,738.9375,-0.815
59116,738.95,-0.81
59117,738.9625,-0.815
59118,738.975,-0.845
59119,738.9875,-0.875
59120,739.0,-0.895
59121,739.0125,-0.89
59122,739.025,-0.855
59123,739.0375,-0.88
59124,739.05,-0.935
59125,739.0625,-0.985
59126,739.075,-1.01
59127,739.0875,-1.01
59128,739.1,-1.0
59129,739.1125,-1.01
59130,739.125,-1.03
59131,739.1375,-1.055
59132,739.15,-1.055
59133,739.1625,-1.045
59134,739.175,-1.055
59135,739.1875,-1.08
59136,739.2,-1.085
59137,739.2125,-1.105
59138,739.225,-1.13
59139,739.2375,-1.155
59140,739.25,-1.185
59141,739.2625,-1.215
59142,739.275,-1.215
59143,739.2875,-1.225
59144,739.3,-1.24
59145,739.3125,-1.215
59146,739.325,-1.22
59147,739.3375,-1.23
59148,739.35,-1.225
59149,739.3625,-1.225
59150,739.375,-1.2
59151,739.3875,-1.17
59152,739.4,-1.165
59153,739.4125,-1.16
59154,739.425,-1.155
59155,739.4375,-1.145
59156,739.45,-1.115
59157,739.4625,-1.08
59158,739.475,-1.05
59159,739.4875,-1.03
59160,739.5,-0.99
59161,739.5125,-0.95
59162,739.525,-0.9
59163,739.5375,-0.845
59164,739.55,-0.84
59165,739.5625,-0.84
59166,739.575,-0.835
59167,739.5875,-0.81
59168,739.6,-0.75
59169,739.6125,-0.695
59170,739.625,-0.65
59171,739.6375,-0.63
59172,739.65,-0.62
59173,739.6625,-0.6
59174,739.675,-0.59
59175,739.6875,-0.565
59176,739.7,-0.565
59177,739.7125,-0.555
59178,739.725,-0.55
59179,739.7375,-0.55
59180,739.75,-0.52
59181,739.7625,-0.495
59182,739.775,-0.47
59183,739.7875,-0.475
59184,739.8,-0.5
59185,739.8125,-0.505
59186,739.825,-0.495
59187,739.8375,-0.515
59188,739.85,-0.555
59189,739.8625,-0.56
59190,739.875,-0.565
59191,739.8875,-0.535
59192,739.9,-0.515
59193,739.9125,-0.49
59194,739.925,-0.49
59195,739.9375,-0.51
59196,739.95,-0.515
59197,739.9625,-0.525
59198,739.975,-0.505
59199,739.9875,-0.49
59200,740.0,-0.495
59201,740.0125,-0.495
59202,740.025,-0.515
59203,740.0375,-0.515
59204,740.05,-0.495
59205,740.0625,-0.475
59206,740.075,-0.475
59207,740.0875,-0.49
59208,740.1,-0.5
59209,740.1125,-0.49
59210,740.125,-0.48
59211,740.1375,-0.47
59212,740.15,-0.475
59213,740.1625,-0.5
59214,740.175,-0.52
59215,740.1875,-0.495
59216,740.2,-0.475
59217,740.2125,-0.465
59218,740.225,-0.47
59219,740.2375,-0.49
59220,740.25,-0.51
59221,740.2625,-0.5
59222,740.275,-0.495
59223,740.2875,-0.475
59224,740.3,-0.475
59225,740.3125,-0.48
59226,740.325,-0.485
59227,740.3375,-0.49
59228,740.35,-0.465
59229,740.3625,-0.455
59230,740.375,-0.46
59231,740.3875,-0.47
59232,740.4,-0.475
59233,740.4125,-0.47
59234,740.425,-0.46
59235,740.4375,-0.455
59236,740.45,-0.475
59237,740.4625,-0.485
59238,740.475,-0.495
59239,740.4875,-0.49
59240,740.5,-0.47
59241,740.5125,-0.475
59242,740.525,-0.505
59243,740.5375,-0.505
59244,740.55,-0.49
59245,740.5625,-0.48
59246,740.575,-0.485
59247,740.5875,-0.49
59248,740.6,-0.49
59249,740.6125,-0.5
59250,740.625,-0.52
59251,740.6375,-0.52
59252,740.65,-0.5
59253,740.6625,-0.475
59254,740.675,-0.48
59255,740.6875,-0.51
59256,740.7,-0.525
59257,740.7125,-0.515
59258,740.725,-0.505
59259,740.7375,-0.5
59260,740.75,-0.485
59261,740.7625,-0.51
59262,740.775,-0.53
59263,740.7875,-0.535
59264,740.8,-0.505
59265,740.8125,-0.49
59266,740.825,-0.515
59267,740.8375,-0.54
59268,740.85,-0.545
59269,740.8625,-0.52
59270,740.875,-0.5
59271,740.8875,-0.505
59272,740.9,-0.5
59273,740.9125,-0.525
59274,740.925,-0.54
59275,740.9375,-0.525
59276,740.95,-0.495
59277,740.9625,-0.475
59278,740.975,-0.48
59279,740.9875,-0.525
59280,741.0,-0.53
59281,741.0125,-0.525
59282,741.025,-0.505
59283,741.0375,-0.48
59284,741.05,-0.47
59285,741.0625,-0.495
59286,741.075,-0.51
59287,741.0875,-0.495
59288,741.1,-0.485
59289,741.1125,-0.475
59290,741.125,-0.49
59291,741.1375,-0.52
59292,741.15,-0.53
59293,741.1625,-0.53
59294,741.175,-0.53
59295,741.1875,-0.52
59296,741.2,-0.51
59297,741.2125,-0.525
59298,741.225,-0.57
59299,741.2375,-0.59
59300,741.25,-0.585
59301,741.2625,-0.565
59302,741.275,-0.545
59303,741.2875,-0.53
59304,741.3,-0.51
59305,741.3125,-0.465
59306,741.325,-0.43
59307,741.3375,-0.425
59308,741.35,-0.435
59309,741.3625,-0.465
59310,741.375,-0.475
59311,741.3875,-0.455
59312,741.4,-0.43
59313,741.4125,-0.4
59314,741.425,-0.39
59315,741.4375,-0.39
59316,741.45,-0.405
59317,741.4625,-0.39
59318,741.475,-0.35
59319,741.4875,-0.32
59320,741.5,-0.335
59321,741.5125,-0.375
59322,741.525,-0.37
59323,741.5375,-0.355
59324,741.55,-0.34
59325,741.5625,-0.34
59326,741.575,-0.35
59327,741.5875,-0.4
59328,741.6,-0.45
59329,741.6125,-0.49
59330,741.625,-0.51
59331,741.6375,-0.525
59332,741.65,-0.53
59333,741.6625,-0.545
59334,741.675,-0.57
59335,741.6875,-0.61
59336,741.7,-0.625
59337,741.7125,-0.64
59338,741.725,-0.64
59339,741.7375,-0.65
59340,741.75,-0.66
59341,741.7625,-0.675
59342,741.775,-0.66
59343,741.7875,-0.645
59344,741.8,-0.62
59345,741.8125,-0.615
59346,741.825,-0.62
59347,741.8375,-0.625
59348,741.85,-0.61
59349,741.8625,-0.6
59350,741.875,-0.6
59351,741.8875,-0.63
59352,741.9,-0.675
59353,741.9125,-0.705
59354,741.925,-0.69
59355,741.9375,-0.63
59356,741.95,-0.535
59357,741.9625,-0.415
59358,741.975,-0.28
59359,741.9875,-0.085
59360,742.0,0.19
59361,742.0125,0.535
59362,742.025,0.84
59363,742.0375,1.09
59364,742.05,1.16
59365,742.0625,0.97
59366,742.075,0.63
59367,742.0875,0.2
59368,742.1,-0.205
59369,742.1125,-0.49
59370,742.125,-0.595
59371,742.1375,-0.605
59372,742.15,-0.575
59373,742.1625,-0.565
59374,742.175,-0.58
59375,742.1875,-0.595
59376,742.2,-0.58
59377,742.2125,-0.575
59378,742.225,-0.555
59379,742.2375,-0.535
59380,742.25,-0.54
59381,742.2625,-0.575
59382,742.275,-0.595
59383,742.2875,-0.59
59384,742.3,-0.57
59385,742.3125,-0.57
59386,742.325,-0.59
59387,742.3375,-0.61
59388,742.35,-0.595
59389,742.3625,-0.605
59390,742.375,-0.585
59391,742.3875,-0.56
59392,742.4,-0.555
59393,742.4125,-0.575
59394,742.425,-0.585
59395,742.4375,-0.58
59396,742.45,-0.57
59397,742.4625,-0.555
59398,742.475,-0.565
59399,742.4875,-0.57
59400,742.5,-0.56
59401,742.5125,-0.565
59402,742.525,-0.56
59403,742.5375,-0.53
59404,742.55,-0.505
59405,742.5625,-0.53
59406,742.575,-0.535
59407,742.5875,-0.555
59408,742.6,-0.54
59409,742.6125,-0.52
59410,742.625,-0.505
59411,742.6375,-0.495
59412,742.65,-0.495
59413,742.6625,-0.475
59414,742.675,-0.455
59415,742.6875,-0.44
59416,742.7,-0.415
59417,742.7125,-0.405
59418,742.725,-0.375
59419,742.7375,-0.365
59420,742.75,-0.35
59421,742.7625,-0.335
59422,742.775,-0.33
